IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,POL,Poland,Year,2019,true,Sex,Both sexes,BTSX,Age Group,85+ years,YEARS85PLUS,,,,,,,13.48,,,,,,13.48,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2019,true,Sex,Both sexes,BTSX,Age Group,45-54 years,YEARS45-54,,,,,,,13.48,,,,,,13.48,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MDG,Madagascar,Year,2019,true,Sex,Both sexes,BTSX,Age Group,45-54 years,YEARS45-54,,,,,,,13.49,,,,,,13.49,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,PAN,Panama,Year,2019,true,Sex,Male,MLE,Age Group,75-84 years,YEARS75-84,,,,,,,13.49,,,,,,13.49,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ECU,Ecuador,Year,2019,true,Sex,Male,MLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,13.50,,,,,,13.5,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,ZMB,Zambia,Year,2019,true,Sex,Female,FMLE,Age Group,55-64 years,YEARS55-64,,,,,,,13.50,,,,,,13.5,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,true,Sex,Both sexes,BTSX,Age Group,25-34 years of age,YEARS25-34,,,,,,,13.50,,,,,,13.5,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MUS,Mauritius,Year,2019,true,Sex,Male,MLE,Age Group,75-84 years,YEARS75-84,,,,,,,13.54,,,,,,13.54,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ARM,Armenia,Year,2019,true,Sex,Male,MLE,Age Group,65-74 years,YEARS65-74,,,,,,,13.55,,,,,,13.55,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,THA,Thailand,Year,2019,true,Sex,Male,MLE,Age Group,45-54 years,YEARS45-54,,,,,,,13.55,,,,,,13.55,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2019,true,Sex,Female,FMLE,Age Group,45-54 years,YEARS45-54,,,,,,,13.56,,,,,,13.56,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,IND,India,Year,2019,true,Sex,Female,FMLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,13.57,,,,,,13.57,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,ZAF,South Africa,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-24 years,YEARS15-24,,,,,,,13.57,,,,,,13.57,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ESP,Spain,Year,2019,true,Sex,Both sexes,BTSX,Age Group,85+ years,YEARS85PLUS,,,,,,,13.57,,,,,,13.57,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,UZB,Uzbekistan,Year,2019,true,Sex,Male,MLE,Age Group,65-74 years,YEARS65-74,,,,,,,13.57,,,,,,13.57,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GRC,Greece,Year,2019,true,Sex,Male,MLE,Age Group,55-64 years,YEARS55-64,,,,,,,13.59,,,,,,13.59,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,UZB,Uzbekistan,Year,2019,true,Sex,Female,FMLE,Age Group,15-24 years,YEARS15-24,,,,,,,13.59,,,,,,13.59,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,MEX,Mexico,Year,2019,true,Sex,Male,MLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,13.61,,,,,,13.61,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BLZ,Belize,Year,2019,true,Sex,Both sexes,BTSX,Age Group,65-74 years,YEARS65-74,,,,,,,13.62,,,,,,13.62,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,FRA,France,Year,2019,true,Sex,Male,MLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,13.63,,,,,,13.63,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2019,true,Sex,Male,MLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,13.64,,,,,,13.64,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,BEL,Belgium,Year,2019,true,Sex,Both sexes,BTSX,Age Group,25-34 years of age,YEARS25-34,,,,,,,13.65,,,,,,13.65,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MUS,Mauritius,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-24 years,YEARS15-24,,,,,,,13.65,,,,,,13.65,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SWE,Sweden,Year,2019,true,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,13.65,,,,,,13.65,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,true,Sex,Both sexes,BTSX,Age Group,35-44 years of age,YEARS35-44,,,,,,,13.67,,,,,,13.67,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2019,true,Sex,Male,MLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,13.67,,,,,,13.67,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2019,true,Sex,Both sexes,BTSX,Age Group,85+ years,YEARS85PLUS,,,,,,,13.69,,,,,,13.69,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,NOR,Norway,Year,2019,true,Sex,Both sexes,BTSX,Age Group,65-74 years,YEARS65-74,,,,,,,13.69,,,,,,13.69,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2019,true,Sex,Male,MLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,13.69,,,,,,13.69,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,CHL,Chile,Year,2019,true,Sex,Both sexes,BTSX,Age Group,45-54 years,YEARS45-54,,,,,,,13.70,,,,,,13.7,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,TGO,Togo,Year,2019,true,Sex,Both sexes,BTSX,Age Group,35-44 years of age,YEARS35-44,,,,,,,13.71,,,,,,13.71,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2019,true,Sex,Male,MLE,Age Group,65-74 years,YEARS65-74,,,,,,,13.73,,,,,,13.73,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ARM,Armenia,Year,2019,true,Sex,Both sexes,BTSX,Age Group,75-84 years,YEARS75-84,,,,,,,13.74,,,,,,13.74,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2019,true,Sex,Both sexes,BTSX,Age Group,35-44 years of age,YEARS35-44,,,,,,,13.74,,,,,,13.74,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GEO,Georgia,Year,2019,true,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,13.74,,,,,,13.74,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,SLE,Sierra Leone,Year,2019,true,Sex,Male,MLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,13.74,,,,,,13.74,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,SUR,Suriname,Year,2019,true,Sex,Female,FMLE,Age Group,45-54 years,YEARS45-54,,,,,,,13.74,,,,,,13.74,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,SEN,Senegal,Year,2019,true,Sex,Both sexes,BTSX,Age Group,45-54 years,YEARS45-54,,,,,,,13.75,,,,,,13.75,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,KHM,Cambodia,Year,2019,true,Sex,Both sexes,BTSX,Age Group,65-74 years,YEARS65-74,,,,,,,13.77,,,,,,13.77,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GEO,Georgia,Year,2019,true,Sex,Both sexes,BTSX,Age Group,65-74 years,YEARS65-74,,,,,,,13.77,,,,,,13.77,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,IND,India,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-24 years,YEARS15-24,,,,,,,13.77,,,,,,13.77,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2019,true,Sex,Male,MLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,13.78,,,,,,13.78,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BLZ,Belize,Year,2019,true,Sex,Male,MLE,Age Group,45-54 years,YEARS45-54,,,,,,,13.79,,,,,,13.79,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2019,true,Sex,Both sexes,BTSX,Age Group,55-64 years,YEARS55-64,,,,,,,13.80,,,,,,13.8,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,LUX,Luxembourg,Year,2019,true,Sex,Both sexes,BTSX,Age Group,45-54 years,YEARS45-54,,,,,,,13.80,,,,,,13.8,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2019,true,Sex,Male,MLE,Age Group,45-54 years,YEARS45-54,,,,,,,13.84,,,,,,13.84,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Both sexes,BTSX,Age Group,75-84 years,YEARS75-84,,,,,,,13.85,,,,,,13.85,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,CHL,Chile,Year,2019,true,Sex,Both sexes,BTSX,Age Group,75-84 years,YEARS75-84,,,,,,,13.85,,,,,,13.85,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,THA,Thailand,Year,2019,true,Sex,Both sexes,BTSX,Age Group,75-84 years,YEARS75-84,,,,,,,13.85,,,,,,13.85,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,URY,Uruguay,Year,2019,true,Sex,Female,FMLE,Age Group,55-64 years,YEARS55-64,,,,,,,13.85,,,,,,13.85,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,RWA,Rwanda,Year,2019,true,Sex,Both sexes,BTSX,Age Group,45-54 years,YEARS45-54,,,,,,,13.86,,,,,,13.86,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2019,true,Sex,Both sexes,BTSX,Age Group,55-64 years,YEARS55-64,,,,,,,13.87,,,,,,13.87,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2019,true,Sex,Both sexes,BTSX,Age Group,55-64 years,YEARS55-64,,,,,,,13.88,,,,,,13.88,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ARG,Argentina,Year,2019,true,Sex,Both sexes,BTSX,Age Group,75-84 years,YEARS75-84,,,,,,,13.91,,,,,,13.91,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,LCA,Saint Lucia,Year,2019,true,Sex,Male,MLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,13.91,,,,,,13.91,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,URY,Uruguay,Year,2019,true,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,13.91,,,,,,13.91,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MDG,Madagascar,Year,2019,true,Sex,Female,FMLE,Age Group,55-64 years,YEARS55-64,,,,,,,13.92,,,,,,13.92,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,NOR,Norway,Year,2019,true,Sex,Both sexes,BTSX,Age Group,75-84 years,YEARS75-84,,,,,,,13.92,,,,,,13.92,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,HTI,Haiti,Year,2019,true,Sex,Male,MLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,13.97,,,,,,13.97,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2019,true,Sex,Both sexes,BTSX,Age Group,85+ years,YEARS85PLUS,,,,,,,13.98,,,,,,13.98,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2019,true,Sex,Both sexes,BTSX,Age Group,85+ years,YEARS85PLUS,,,,,,,130.20,,,,,,130.2,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,LSO,Lesotho,Year,2019,true,Sex,Both sexes,BTSX,Age Group,55-64 years,YEARS55-64,,,,,,,130.90,,,,,,130.9,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,BDI,Burundi,Year,2019,true,Sex,Both sexes,BTSX,Age Group,85+ years,YEARS85PLUS,,,,,,,131.00,,,,,,131,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2019,true,Sex,Male,MLE,Age Group,75-84 years,YEARS75-84,,,,,,,131.30,,,,,,131.3,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,CAF,Central African Republic,Year,2019,true,Sex,Male,MLE,Age Group,65-74 years,YEARS65-74,,,,,,,131.40,,,,,,131.4,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,UGA,Uganda,Year,2019,true,Sex,Male,MLE,Age Group,75-84 years,YEARS75-84,,,,,,,131.40,,,,,,131.4,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,SUR,Suriname,Year,2019,true,Sex,Both sexes,BTSX,Age Group,85+ years,YEARS85PLUS,,,,,,,131.60,,,,,,131.6,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,LBR,Liberia,Year,2019,true,Sex,Both sexes,BTSX,Age Group,85+ years,YEARS85PLUS,,,,,,,132.20,,,,,,132.2,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MRT,Mauritania,Year,2019,true,Sex,Male,MLE,Age Group,85+ years,YEARS85PLUS,,,,,,,133.10,,,,,,133.1,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,ETH,Ethiopia,Year,2019,true,Sex,Both sexes,BTSX,Age Group,85+ years,YEARS85PLUS,,,,,,,133.50,,,,,,133.5,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2019,true,Sex,Male,MLE,Age Group,85+ years,YEARS85PLUS,,,,,,,138.70,,,,,,138.7,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,CMR,Cameroon,Year,2019,true,Sex,Male,MLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,14.00,,,,,,14,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,NLD,Netherlands,Year,2019,true,Sex,Both sexes,BTSX,Age Group,65-74 years,YEARS65-74,,,,,,,14.01,,,,,,14.01,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,EST,Estonia,Year,2019,true,Sex,Female,FMLE,Age Group,75-84 years,YEARS75-84,,,,,,,14.03,,,,,,14.03,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,HUN,Hungary,Year,2019,true,Sex,Both sexes,BTSX,Age Group,35-44 years of age,YEARS35-44,,,,,,,14.05,,,,,,14.05,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2019,true,Sex,Both sexes,BTSX,Age Group,35-44 years of age,YEARS35-44,,,,,,,14.05,,,,,,14.05,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2019,true,Sex,Male,MLE,Age Group,15-24 years,YEARS15-24,,,,,,,14.05,,,,,,14.05,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,THA,Thailand,Year,2019,true,Sex,Male,MLE,Age Group,55-64 years,YEARS55-64,,,,,,,14.05,,,,,,14.05,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CHE,Switzerland,Year,2019,true,Sex,Male,MLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,14.06,,,,,,14.06,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MUS,Mauritius,Year,2019,true,Sex,Both sexes,BTSX,Age Group,25-34 years of age,YEARS25-34,,,,,,,14.07,,,,,,14.07,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-24 years,YEARS15-24,,,,,,,14.08,,,,,,14.08,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,UZB,Uzbekistan,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-24 years,YEARS15-24,,,,,,,14.09,,,,,,14.09,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CZE,Czechia,Year,2019,true,Sex,Both sexes,BTSX,Age Group,45-54 years,YEARS45-54,,,,,,,14.10,,,,,,14.1,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,AUT,Austria,Year,2019,true,Sex,Both sexes,BTSX,Age Group,35-44 years of age,YEARS35-44,,,,,,,14.11,,,,,,14.11,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GEO,Georgia,Year,2019,true,Sex,Both sexes,BTSX,Age Group,55-64 years,YEARS55-64,,,,,,,14.13,,,,,,14.13,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,LBR,Liberia,Year,2019,true,Sex,Female,FMLE,Age Group,55-64 years,YEARS55-64,,,,,,,14.13,,,,,,14.13,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2019,true,Sex,Male,MLE,Age Group,55-64 years,YEARS55-64,,,,,,,14.14,,,,,,14.14,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2019,true,Sex,Male,MLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,14.16,,,,,,14.16,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,DNK,Denmark,Year,2019,true,Sex,Both sexes,BTSX,Age Group,45-54 years,YEARS45-54,,,,,,,14.17,,,,,,14.17,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2019,true,Sex,Male,MLE,Age Group,45-54 years,YEARS45-54,,,,,,,14.18,,,,,,14.18,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,NOR,Norway,Year,2019,true,Sex,Both sexes,BTSX,Age Group,85+ years,YEARS85PLUS,,,,,,,14.18,,,,,,14.18,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,true,Sex,Both sexes,BTSX,Age Group,85+ years,YEARS85PLUS,,,,,,,14.19,,,,,,14.19,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2019,true,Sex,Both sexes,BTSX,Age Group,55-64 years,YEARS55-64,,,,,,,14.20,,,,,,14.2,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,IND,India,Year,2019,true,Sex,Female,FMLE,Age Group,65-74 years,YEARS65-74,,,,,,,14.20,,,,,,14.2,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,DOM,Dominican Republic,Year,2019,true,Sex,Both sexes,BTSX,Age Group,75-84 years,YEARS75-84,,,,,,,14.21,,,,,,14.21,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2019,true,Sex,Both sexes,BTSX,Age Group,65-74 years,YEARS65-74,,,,,,,14.25,,,,,,14.25,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2019,true,Sex,Both sexes,BTSX,Age Group,35-44 years of age,YEARS35-44,,,,,,,14.25,,,,,,14.25,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,NLD,Netherlands,Year,2019,true,Sex,Female,FMLE,Age Group,75-84 years,YEARS75-84,,,,,,,14.26,,,,,,14.26,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,SGP,Singapore,Year,2019,true,Sex,Both sexes,BTSX,Age Group,25-34 years of age,YEARS25-34,,,,,,,14.26,,,,,,14.26,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CYP,Cyprus,Year,2019,true,Sex,Both sexes,BTSX,Age Group,85+ years,YEARS85PLUS,,,,,,,14.27,,,,,,14.27,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,NER,Niger,Year,2019,true,Sex,Both sexes,BTSX,Age Group,45-54 years,YEARS45-54,,,,,,,14.27,,,,,,14.27,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-24 years,YEARS15-24,,,,,,,14.28,,,,,,14.28,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2019,true,Sex,Female,FMLE,Age Group,55-64 years,YEARS55-64,,,,,,,14.29,,,,,,14.29,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GEO,Georgia,Year,2019,true,Sex,Male,MLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,14.30,,,,,,14.3,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2019,true,Sex,Female,FMLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,14.30,,,,,,14.3,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MWI,Malawi,Year,2019,true,Sex,Both sexes,BTSX,Age Group,45-54 years,YEARS45-54,,,,,,,14.32,,,,,,14.32,,,EN,2021-07-06 00:00:00
